PosX;PosY;Count
-0.120;-0.070;12.000
-0.120;-0.060;7.000
-0.120;-0.050;5.000
-0.120;-0.040;16.000
-0.120;-0.030;12.000
-0.120;-0.020;5.000
-0.120;-0.010;8.000
-0.120;0.000;29.000
-0.120;0.010;15.000
-0.120;0.020;25.000
-0.120;0.030;21.000
-0.120;0.040;47.000
-0.120;0.050;32.000
-0.120;0.060;19.000
-0.120;0.070;34.000
-0.120;0.080;25.000
-0.120;0.090;32.000
-0.120;0.100;11.000
-0.120;0.110;12.000
-0.120;0.120;16.000
-0.120;0.130;14.000
-0.120;0.140;13.000
-0.120;0.150;7.000
-0.120;0.160;25.000
-0.120;0.170;7.000
-0.120;0.180;4.000
-0.120;0.190;2.000
-0.110;-0.180;1.000
-0.110;-0.150;6.000
-0.110;-0.140;9.000
-0.110;-0.130;28.000
-0.110;-0.120;25.000
-0.110;-0.110;36.000
-0.110;-0.100;18.000
-0.110;-0.090;25.000
-0.110;-0.080;13.000
-0.110;-0.070;16.000
-0.110;-0.060;9.000
-0.110;-0.050;6.000
-0.110;-0.040;9.000
-0.110;-0.030;4.000
-0.110;-0.020;9.000
-0.110;-0.010;12.000
-0.110;0.000;16.000
-0.110;0.010;27.000
-0.110;0.020;19.000
-0.110;0.030;22.000
-0.110;0.040;19.000
-0.110;0.050;23.000
-0.110;0.060;15.000
-0.110;0.070;23.000
-0.110;0.080;16.000
-0.110;0.090;11.000
-0.110;0.100;14.000
-0.110;0.110;2.000
-0.110;0.120;5.000
-0.110;0.130;22.000
-0.110;0.140;6.000
-0.110;0.150;7.000
-0.110;0.160;15.000
-0.110;0.170;8.000
-0.100;-0.170;1.000
-0.100;-0.160;1.000
-0.100;-0.150;2.000
-0.100;-0.140;4.000
-0.100;-0.130;19.000
-0.100;-0.120;29.000
-0.100;-0.110;19.000
-0.100;-0.100;18.000
-0.100;-0.090;29.000
-0.100;-0.080;29.000
-0.100;-0.070;14.000
-0.100;-0.060;9.000
-0.100;-0.050;6.000
-0.100;-0.040;7.000
-0.100;-0.030;8.000
-0.100;-0.020;7.000
-0.100;-0.010;6.000
-0.100;0.000;7.000
-0.100;0.010;17.000
-0.100;0.020;14.000
-0.100;0.030;52.000
-0.100;0.040;15.000
-0.100;0.050;13.000
-0.100;0.060;19.000
-0.100;0.070;12.000
-0.100;0.080;12.000
-0.100;0.090;13.000
-0.100;0.100;29.000
-0.100;0.110;18.000
-0.100;0.120;15.000
-0.100;0.130;20.000
-0.100;0.140;8.000
-0.100;0.150;12.000
-0.100;0.160;11.000
-0.100;0.170;2.000
-0.090;-0.170;1.000
-0.090;-0.140;5.000
-0.090;-0.130;14.000
-0.090;-0.120;23.000
-0.090;-0.110;17.000
-0.090;-0.100;17.000
-0.090;-0.090;38.000
-0.090;-0.080;20.000
-0.090;-0.070;19.000
-0.090;-0.060;10.000
-0.090;-0.050;11.000
-0.090;-0.040;8.000
-0.090;-0.030;7.000
-0.090;-0.020;11.000
-0.090;-0.010;9.000
-0.090;0.000;15.000
-0.090;0.010;4.000
-0.090;0.020;5.000
-0.090;0.030;27.000
-0.090;0.040;18.000
-0.090;0.050;17.000
-0.090;0.060;18.000
-0.090;0.070;40.000
-0.090;0.080;13.000
-0.090;0.090;14.000
-0.090;0.100;9.000
-0.090;0.110;8.000
-0.090;0.120;7.000
-0.090;0.130;7.000
-0.090;0.140;12.000
-0.090;0.150;7.000
-0.090;0.160;1.000
-0.090;0.170;2.000
-0.090;0.180;4.000
-0.080;-0.190;1.000
-0.080;-0.160;1.000
-0.080;-0.150;1.000
-0.080;-0.140;4.000
-0.080;-0.130;17.000
-0.080;-0.120;12.000
-0.080;-0.110;8.000
-0.080;-0.100;10.000
-0.080;-0.090;19.000
-0.080;-0.080;13.000
-0.080;-0.070;18.000
-0.080;-0.060;13.000
-0.080;-0.050;9.000
-0.080;-0.040;11.000
-0.080;-0.030;4.000
-0.080;-0.020;5.000
-0.080;-0.010;11.000
-0.080;0.000;6.000
-0.080;0.010;8.000
-0.080;0.020;6.000
-0.080;0.030;9.000
-0.080;0.040;11.000
-0.080;0.050;11.000
-0.080;0.060;14.000
-0.080;0.070;23.000
-0.080;0.080;14.000
-0.080;0.090;10.000
-0.080;0.100;12.000
-0.080;0.110;16.000
-0.080;0.120;9.000
-0.080;0.130;14.000
-0.080;0.140;18.000
-0.080;0.150;25.000
-0.080;0.160;12.000
-0.080;0.170;5.000
-0.080;0.180;1.000
-0.080;0.190;1.000
-0.070;-0.150;3.000
-0.070;-0.140;5.000
-0.070;-0.130;5.000
-0.070;-0.120;4.000
-0.070;-0.110;9.000
-0.070;-0.100;7.000
-0.070;-0.090;4.000
-0.070;-0.080;7.000
-0.070;-0.070;6.000
-0.070;-0.060;11.000
-0.070;-0.050;15.000
-0.070;-0.040;8.000
-0.070;-0.030;8.000
-0.070;-0.020;9.000
-0.070;-0.010;10.000
-0.070;0.000;9.000
-0.070;0.010;12.000
-0.070;0.020;10.000
-0.070;0.030;16.000
-0.070;0.040;13.000
-0.070;0.050;22.000
-0.070;0.060;9.000
-0.070;0.070;23.000
-0.070;0.080;26.000
-0.070;0.090;16.000
-0.070;0.100;10.000
-0.070;0.110;12.000
-0.070;0.120;13.000
-0.070;0.130;20.000
-0.070;0.140;17.000
-0.070;0.150;13.000
-0.070;0.160;12.000
-0.070;0.170;8.000
-0.070;0.180;1.000
-0.070;0.190;1.000
-0.070;0.210;2.000
-0.060;-0.190;1.000
-0.060;-0.180;1.000
-0.060;-0.160;3.000
-0.060;-0.150;4.000
-0.060;-0.140;6.000
-0.060;-0.130;3.000
-0.060;-0.120;5.000
-0.060;-0.110;5.000
-0.060;-0.100;11.000
-0.060;-0.090;10.000
-0.060;-0.080;8.000
-0.060;-0.070;7.000
-0.060;-0.060;12.000
-0.060;-0.050;8.000
-0.060;-0.040;11.000
-0.060;-0.030;8.000
-0.060;-0.020;4.000
-0.060;-0.010;18.000
-0.060;0.000;11.000
-0.060;0.010;14.000
-0.060;0.020;10.000
-0.060;0.030;18.000
-0.060;0.040;10.000
-0.060;0.050;13.000
-0.060;0.060;11.000
-0.060;0.070;11.000
-0.060;0.080;15.000
-0.060;0.090;17.000
-0.060;0.100;9.000
-0.060;0.110;18.000
-0.060;0.120;15.000
-0.060;0.130;4.000
-0.060;0.140;14.000
-0.060;0.150;7.000
-0.060;0.160;17.000
-0.060;0.170;1.000
-0.060;0.180;1.000
-0.060;0.190;1.000
-0.060;0.200;1.000
-0.050;-0.160;4.000
-0.050;-0.150;4.000
-0.050;-0.140;3.000
-0.050;-0.130;7.000
-0.050;-0.120;5.000
-0.050;-0.110;4.000
-0.050;-0.100;7.000
-0.050;-0.090;5.000
-0.050;-0.080;3.000
-0.050;-0.070;13.000
-0.050;-0.060;6.000
-0.050;-0.050;12.000
-0.050;-0.040;12.000
-0.050;-0.030;11.000
-0.050;-0.020;13.000
-0.050;-0.010;9.000
-0.050;0.000;9.000
-0.050;0.010;17.000
-0.050;0.020;17.000
-0.050;0.030;17.000
-0.050;0.040;15.000
-0.050;0.050;9.000
-0.050;0.060;13.000
-0.050;0.070;6.000
-0.050;0.080;10.000
-0.050;0.090;9.000
-0.050;0.100;8.000
-0.050;0.110;10.000
-0.050;0.120;10.000
-0.050;0.130;12.000
-0.050;0.140;6.000
-0.050;0.150;3.000
-0.050;0.160;3.000
-0.050;0.170;1.000
-0.050;0.180;1.000
-0.040;-0.160;2.000
-0.040;-0.150;4.000
-0.040;-0.140;6.000
-0.040;-0.130;5.000
-0.040;-0.120;7.000
-0.040;-0.110;6.000
-0.040;-0.100;6.000
-0.040;-0.090;8.000
-0.040;-0.070;8.000
-0.040;-0.060;15.000
-0.040;-0.050;12.000
-0.040;-0.040;51.000
-0.040;-0.030;10.000
-0.040;-0.020;5.000
-0.040;-0.010;10.000
-0.040;0.000;9.000
-0.040;0.010;7.000
-0.040;0.020;16.000
-0.040;0.030;8.000
-0.040;0.040;9.000
-0.040;0.050;10.000
-0.040;0.060;8.000
-0.040;0.070;14.000
-0.040;0.080;10.000
-0.040;0.090;4.000
-0.040;0.100;13.000
-0.040;0.110;15.000
-0.040;0.120;20.000
-0.040;0.130;14.000
-0.040;0.140;11.000
-0.040;0.150;7.000
-0.040;0.160;2.000
-0.040;0.170;7.000
-0.040;0.180;3.000
-0.040;0.190;1.000
-0.030;-0.180;1.000
-0.030;-0.160;2.000
-0.030;-0.150;6.000
-0.030;-0.140;7.000
-0.030;-0.130;8.000
-0.030;-0.120;8.000
-0.030;-0.110;10.000
-0.030;-0.100;5.000
-0.030;-0.090;5.000
-0.030;-0.080;2.000
-0.030;-0.070;3.000
-0.030;-0.060;21.000
-0.030;-0.050;35.000
-0.030;-0.040;44.000
-0.030;-0.030;15.000
-0.030;-0.020;4.000
-0.030;-0.010;10.000
-0.030;0.000;16.000
-0.030;0.010;10.000
-0.030;0.020;14.000
-0.030;0.030;63.000
-0.030;0.040;8.000
-0.030;0.050;16.000
-0.030;0.060;22.000
-0.030;0.070;12.000
-0.030;0.080;12.000
-0.030;0.090;15.000
-0.030;0.100;13.000
-0.030;0.110;16.000
-0.030;0.120;16.000
-0.030;0.130;10.000
-0.030;0.140;4.000
-0.030;0.150;5.000
-0.030;0.160;4.000
-0.030;0.170;6.000
-0.030;0.180;1.000
-0.030;0.190;2.000
-0.020;-0.200;1.000
-0.020;-0.190;2.000
-0.020;-0.170;7.000
-0.020;-0.160;2.000
-0.020;-0.150;6.000
-0.020;-0.140;4.000
-0.020;-0.130;2.000
-0.020;-0.120;4.000
-0.020;-0.110;9.000
-0.020;-0.100;4.000
-0.020;-0.090;5.000
-0.020;-0.080;6.000
-0.020;-0.070;9.000
-0.020;-0.060;13.000
-0.020;-0.050;16.000
-0.020;-0.040;20.000
-0.020;-0.030;32.000
-0.020;-0.020;27.000
-0.020;-0.010;17.000
-0.020;0.000;35.000
-0.020;0.010;11.000
-0.020;0.020;6.000
-0.020;0.030;19.000
-0.020;0.040;8.000
-0.020;0.050;19.000
-0.020;0.060;9.000
-0.020;0.070;30.000
-0.020;0.080;22.000
-0.020;0.090;10.000
-0.020;0.100;12.000
-0.020;0.110;13.000
-0.020;0.120;12.000
-0.020;0.130;7.000
-0.020;0.140;10.000
-0.020;0.150;3.000
-0.020;0.160;19.000
-0.020;0.170;2.000
-0.020;0.180;3.000
-0.010;-0.190;2.000
-0.010;-0.170;2.000
-0.010;-0.160;4.000
-0.010;-0.150;10.000
-0.010;-0.140;5.000
-0.010;-0.130;11.000
-0.010;-0.120;14.000
-0.010;-0.110;18.000
-0.010;-0.100;9.000
-0.010;-0.090;7.000
-0.010;-0.080;3.000
-0.010;-0.070;7.000
-0.010;-0.060;14.000
-0.010;-0.050;15.000
-0.010;-0.040;26.000
-0.010;-0.030;34.000
-0.010;-0.020;48.000
-0.010;-0.010;45.000
-0.010;0.000;38.000
-0.010;0.010;26.000
-0.010;0.020;25.000
-0.010;0.030;16.000
-0.010;0.040;12.000
-0.010;0.050;13.000
-0.010;0.060;11.000
-0.010;0.070;11.000
-0.010;0.080;10.000
-0.010;0.090;6.000
-0.010;0.100;10.000
-0.010;0.110;13.000
-0.010;0.120;7.000
-0.010;0.130;20.000
-0.010;0.140;18.000
-0.010;0.150;9.000
-0.010;0.160;3.000
-0.010;0.170;2.000
0.000;-0.160;5.000
0.000;-0.150;4.000
0.000;-0.140;6.000
0.000;-0.130;17.000
0.000;-0.120;14.000
0.000;-0.110;8.000
0.000;-0.100;5.000
0.000;-0.090;8.000
0.000;-0.080;5.000
0.000;-0.070;20.000
0.000;-0.060;18.000
0.000;-0.050;16.000
0.000;-0.040;29.000
0.000;-0.030;62.000
0.000;-0.020;35.000
0.000;-0.010;43.000
0.000;0.000;47.000
0.000;0.010;24.000
0.000;0.020;18.000
0.000;0.030;19.000
0.000;0.040;8.000
0.000;0.050;6.000
0.000;0.060;8.000
0.000;0.070;7.000
0.000;0.080;10.000
0.000;0.090;14.000
0.000;0.100;8.000
0.000;0.110;9.000
0.000;0.120;11.000
0.000;0.130;9.000
0.000;0.140;15.000
0.000;0.150;5.000
0.000;0.160;6.000
0.000;0.170;2.000
0.010;-0.160;4.000
0.010;-0.150;3.000
0.010;-0.140;7.000
0.010;-0.130;5.000
0.010;-0.120;11.000
0.010;-0.110;10.000
0.010;-0.100;6.000
0.010;-0.090;10.000
0.010;-0.080;5.000
0.010;-0.070;5.000
0.010;-0.060;7.000
0.010;-0.050;35.000
0.010;-0.040;30.000
0.010;-0.030;57.000
0.010;-0.020;29.000
0.010;-0.010;31.000
0.010;0.000;30.000
0.010;0.010;14.000
0.010;0.020;11.000
0.010;0.030;14.000
0.010;0.040;10.000
0.010;0.050;16.000
0.010;0.060;19.000
0.010;0.070;8.000
0.010;0.080;17.000
0.010;0.090;7.000
0.010;0.100;5.000
0.010;0.110;14.000
0.010;0.120;15.000
0.010;0.130;12.000
0.010;0.140;27.000
0.010;0.150;20.000
0.010;0.160;12.000
0.010;0.170;4.000
0.010;0.180;1.000
0.020;-0.170;1.000
0.020;-0.160;1.000
0.020;-0.150;7.000
0.020;-0.140;11.000
0.020;-0.130;5.000
0.020;-0.120;8.000
0.020;-0.110;12.000
0.020;-0.100;12.000
0.020;-0.090;9.000
0.020;-0.080;12.000
0.020;-0.070;4.000
0.020;-0.060;6.000
0.020;-0.050;10.000
0.020;-0.040;13.000
0.020;-0.030;23.000
0.020;-0.020;29.000
0.020;-0.010;24.000
0.020;0.000;13.000
0.020;0.010;11.000
0.020;0.020;18.000
0.020;0.030;23.000
0.020;0.040;24.000
0.020;0.050;30.000
0.020;0.060;28.000
0.020;0.070;17.000
0.020;0.080;52.000
0.020;0.090;9.000
0.020;0.100;9.000
0.020;0.110;17.000
0.020;0.120;15.000
0.020;0.130;15.000
0.020;0.140;9.000
0.020;0.150;9.000
0.020;0.160;13.000
0.020;0.170;6.000
0.020;0.180;1.000
0.020;0.190;1.000
0.020;0.200;1.000
0.030;-0.190;1.000
0.030;-0.170;1.000
0.030;-0.160;5.000
0.030;-0.150;13.000
0.030;-0.140;21.000
0.030;-0.130;19.000
0.030;-0.120;17.000
0.030;-0.110;27.000
0.030;-0.100;9.000
0.030;-0.090;9.000
0.030;-0.080;3.000
0.030;-0.070;4.000
0.030;-0.060;72.000
0.030;-0.050;16.000
0.030;-0.040;41.000
0.030;-0.030;56.000
0.030;-0.020;18.000
0.030;-0.010;31.000
0.030;0.000;12.000
0.030;0.010;12.000
0.030;0.020;18.000
0.030;0.030;22.000
0.030;0.040;13.000
0.030;0.050;27.000
0.030;0.060;42.000
0.030;0.070;28.000
0.030;0.080;31.000
0.030;0.090;34.000
0.030;0.100;42.000
0.030;0.110;22.000
0.030;0.120;20.000
0.030;0.130;9.000
0.030;0.140;6.000
0.030;0.150;22.000
0.030;0.160;24.000
0.030;0.170;9.000
0.030;0.180;4.000
0.030;0.190;13.000
0.030;0.200;6.000
0.030;0.210;6.000
0.040;-0.160;2.000
0.040;-0.150;8.000
0.040;-0.140;15.000
0.040;-0.130;16.000
0.040;-0.120;16.000
0.040;-0.110;10.000
0.040;-0.100;8.000
0.040;-0.090;9.000
0.040;-0.080;8.000
0.040;-0.070;12.000
0.040;-0.060;13.000
0.040;-0.050;39.000
0.040;-0.040;31.000
0.040;-0.030;12.000
0.040;-0.020;18.000
0.040;-0.010;14.000
0.040;0.000;13.000
0.040;0.010;12.000
0.040;0.020;20.000
0.040;0.030;17.000
0.040;0.040;28.000
0.040;0.050;44.000
0.040;0.060;35.000
0.040;0.070;77.000
0.040;0.080;62.000
0.040;0.090;30.000
0.040;0.100;22.000
0.040;0.110;18.000
0.040;0.120;34.000
0.040;0.130;22.000
0.040;0.140;30.000
0.040;0.150;24.000
0.040;0.160;25.000
0.040;0.170;10.000
0.040;0.180;14.000
0.040;0.190;42.000
0.040;0.200;1.000
0.040;0.210;1.000
0.050;-0.160;2.000
0.050;-0.150;10.000
0.050;-0.140;12.000
0.050;-0.130;19.000
0.050;-0.120;16.000
0.050;-0.110;81.000
0.050;-0.100;15.000
0.050;-0.090;8.000
0.050;-0.080;9.000
0.050;-0.070;13.000
0.050;-0.060;12.000
0.050;-0.050;15.000
0.050;-0.040;11.000
0.050;-0.030;7.000
0.050;-0.020;6.000
0.050;-0.010;5.000
0.050;0.000;13.000
0.050;0.010;24.000
0.050;0.020;10.000
0.050;0.030;11.000
0.050;0.040;12.000
0.050;0.050;22.000
0.050;0.060;23.000
0.050;0.070;48.000
0.050;0.080;109.000
0.050;0.090;13.000
0.050;0.100;20.000
0.050;0.110;16.000
0.050;0.120;15.000
0.050;0.130;6.000
0.050;0.140;9.000
0.050;0.150;8.000
0.050;0.160;7.000
0.050;0.170;7.000
0.050;0.180;3.000
0.060;-0.170;1.000
0.060;-0.160;1.000
0.060;-0.150;9.000
0.060;-0.140;14.000
0.060;-0.130;2.000
0.060;-0.120;13.000
0.060;-0.110;12.000
0.060;-0.100;2.000
0.060;-0.090;12.000
0.060;-0.080;5.000
0.060;-0.070;7.000
0.060;-0.060;3.000
0.060;-0.050;10.000
0.060;-0.040;11.000
0.060;-0.030;5.000
0.060;-0.020;5.000
0.060;-0.010;6.000
0.060;0.000;7.000
0.060;0.010;14.000
0.060;0.020;19.000
0.060;0.030;10.000
0.060;0.040;13.000
0.060;0.050;17.000
0.060;0.060;13.000
0.060;0.070;13.000
0.060;0.080;19.000
0.060;0.090;13.000
0.060;0.100;5.000
0.060;0.110;8.000
0.060;0.120;9.000
0.060;0.130;4.000
0.060;0.140;3.000
0.060;0.150;6.000
0.060;0.160;7.000
0.060;0.170;2.000
0.070;-0.170;2.000
0.070;-0.150;10.000
0.070;-0.140;24.000
0.070;-0.130;10.000
0.070;-0.120;5.000
0.070;-0.110;8.000
0.070;-0.100;4.000
0.070;-0.090;6.000
0.070;-0.080;7.000
0.070;-0.070;2.000
0.070;-0.060;3.000
0.070;-0.050;9.000
0.070;-0.040;7.000
0.070;-0.020;11.000
0.070;-0.010;44.000
0.070;0.000;8.000
0.070;0.010;6.000
0.070;0.020;9.000
0.070;0.030;22.000
0.070;0.040;7.000
0.070;0.050;12.000
0.070;0.060;18.000
0.070;0.070;17.000
0.070;0.080;19.000
0.070;0.090;4.000
0.070;0.100;8.000
0.070;0.110;17.000
0.070;0.120;24.000
0.070;0.130;12.000
0.070;0.140;9.000
0.070;0.150;7.000
0.070;0.160;2.000
0.070;0.170;3.000
0.080;-0.160;1.000
0.080;-0.150;5.000
0.080;-0.140;9.000
0.080;-0.130;10.000
0.080;-0.120;13.000
0.080;-0.110;2.000
0.080;-0.100;4.000
0.080;-0.090;14.000
0.080;-0.080;4.000
0.080;-0.070;7.000
0.080;-0.060;6.000
0.080;-0.050;17.000
0.080;-0.040;15.000
0.080;-0.030;11.000
0.080;-0.020;11.000
0.080;-0.010;5.000
0.080;0.000;11.000
0.080;0.010;8.000
0.080;0.020;10.000
0.080;0.030;10.000
0.080;0.040;10.000
0.080;0.050;22.000
0.080;0.060;14.000
0.080;0.070;16.000
0.080;0.080;48.000
0.080;0.090;24.000
0.080;0.100;12.000
0.080;0.110;31.000
0.080;0.120;16.000
0.080;0.130;10.000
0.080;0.140;8.000
0.080;0.150;5.000
0.080;0.160;1.000
0.090;-0.170;2.000
0.090;-0.160;4.000
0.090;-0.150;8.000
0.090;-0.140;7.000
0.090;-0.130;14.000
0.090;-0.120;9.000
0.090;-0.110;5.000
0.090;-0.100;8.000
0.090;-0.090;18.000
0.090;-0.080;9.000
0.090;-0.070;5.000
0.090;-0.060;10.000
0.090;-0.050;23.000
0.090;-0.040;11.000
0.090;-0.030;19.000
0.090;-0.020;11.000
0.090;-0.010;12.000
0.090;0.000;6.000
0.090;0.010;7.000
0.090;0.020;12.000
0.090;0.030;13.000
0.090;0.040;18.000
0.090;0.050;8.000
0.090;0.060;20.000
0.090;0.070;18.000
0.090;0.080;42.000
0.090;0.090;31.000
0.090;0.100;27.000
0.090;0.110;11.000
0.090;0.120;18.000
0.090;0.130;26.000
0.090;0.140;20.000
0.090;0.150;22.000
0.090;0.160;10.000
0.090;0.170;1.000
0.100;-0.160;4.000
0.100;-0.150;10.000
0.100;-0.140;8.000
0.100;-0.130;4.000
0.100;-0.120;12.000
0.100;-0.110;11.000
0.100;-0.100;10.000
0.100;-0.090;4.000
0.100;-0.080;6.000
0.100;-0.070;5.000
0.100;-0.060;5.000
0.100;-0.050;15.000
0.100;-0.040;41.000
0.100;-0.030;15.000
0.100;-0.020;12.000
0.100;-0.010;6.000
0.100;0.000;8.000
0.100;0.010;8.000
0.100;0.020;15.000
0.100;0.030;5.000
0.100;0.040;16.000
0.100;0.050;13.000
0.100;0.060;18.000
0.100;0.070;19.000
0.100;0.080;18.000
0.100;0.090;20.000
0.100;0.100;42.000
0.100;0.110;16.000
0.100;0.120;14.000
0.100;0.130;17.000
0.100;0.140;9.000
0.100;0.150;8.000
0.100;0.160;5.000
0.100;0.170;1.000
0.110;-0.180;1.000
0.110;-0.170;3.000
0.110;-0.160;22.000
0.110;-0.150;7.000
0.110;-0.140;24.000
0.110;-0.130;7.000
0.110;-0.120;11.000
0.110;-0.110;4.000
0.110;-0.100;7.000
0.110;-0.090;6.000
0.110;-0.080;6.000
0.110;-0.070;8.000
0.110;-0.060;12.000
0.110;-0.050;9.000
0.110;-0.040;17.000
0.110;-0.030;17.000
0.110;-0.020;15.000
0.110;-0.010;9.000
0.110;0.000;53.000
0.110;0.010;18.000
0.110;0.020;9.000
0.110;0.030;10.000
0.110;0.040;5.000
0.110;0.050;19.000
0.110;0.060;20.000
0.110;0.070;30.000
0.110;0.080;24.000
0.110;0.090;31.000
0.110;0.100;28.000
0.110;0.110;20.000
0.110;0.120;15.000
0.110;0.130;19.000
0.110;0.140;4.000
0.110;0.150;1.000
0.110;0.160;1.000
0.110;0.170;1.000
0.120;-0.180;5.000
0.120;-0.170;2.000
0.120;-0.160;12.000
0.120;-0.150;6.000
0.120;-0.140;19.000
0.120;-0.130;8.000
0.120;-0.120;8.000
0.120;-0.110;5.000
0.120;-0.100;10.000
0.120;-0.090;11.000
0.120;-0.080;14.000
0.120;-0.070;10.000
0.120;-0.060;14.000
0.120;-0.050;8.000
0.120;-0.040;17.000
0.120;-0.030;16.000
0.120;-0.020;14.000
0.120;-0.010;46.000
0.120;0.000;51.000
0.120;0.010;14.000
0.120;0.020;17.000
0.120;0.030;14.000
0.120;0.040;14.000
0.120;0.050;30.000
0.120;0.060;18.000
0.120;0.070;17.000
0.120;0.080;20.000
0.120;0.090;30.000
0.120;0.100;17.000
0.120;0.110;19.000
0.120;0.120;9.000
0.120;0.130;1.000
0.120;0.140;2.000
0.120;0.150;7.000
0.130;-0.160;2.000
0.130;-0.150;3.000
0.130;-0.140;1.000
0.130;-0.130;2.000
0.130;-0.110;9.000
0.130;-0.100;8.000
0.130;-0.090;15.000
0.130;-0.080;19.000
